Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,TenureRatio,YearsSincePromotionRatio,IncomePerYear,IncomeToAge,WorkLifeScore
38,0,148,2,3,4,42,2,1,2,2440.0,23826,1.0,22,4,2,0.0,4.0,3.0,3,4.0,3.0,3.0,3.0,610.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0,0.75,29280.0,64.21052631578948,6
47,0,1225,2,4,2,47,4,4,2,15972.0,21086,6.0,14,3,3,3.0,29.0,2.0,3,3.0,2.0,1.0,2.0,550.7586206896551,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.10344827586206896,0.3333333333333333,191664.0,339.82978723404256,6
49,0,809,1,3,3,36,3,4,3,15379.0,22384,4.0,14,3,1,0.0,23.0,2.0,3,8.0,7.0,0.0,0.0,668.6521739130435,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.34782608695652173,0.0,184548.0,313.85714285714283,9
41,0,1206,23,2,4,80,3,3,3,7082.0,11591,3.0,16,3,4,0.0,21.0,2.0,3,2.0,0.0,0.0,2.0,337.23809523809524,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.09523809523809523,0.0,84984.0,172.73170731707316,9
20,0,727,9,1,4,54,3,1,1,2728.0,21082,1.0,11,3,1,0.0,2.0,3.0,3,2.0,2.0,0.0,2.0,1364.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0,0.0,32736.0,136.4,3
33,0,530,16,3,3,36,3,2,4,5368.0,16130,1.0,25,4,3,1.0,7.0,2.0,3,6.0,5.0,1.0,2.0,766.8571428571429,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.8571428571428571,0.16666666666666666,64416.0,162.66666666666666,12
36,0,1351,26,4,1,80,3,2,3,5347.0,7419,6.0,14,3,2,2.0,10.0,2.0,2,3.0,2.0,0.0,2.0,534.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.3,0.0,64164.0,148.52777777777777,6
44,0,528,1,3,3,44,3,1,4,3195.0,4167,4.0,18,3,1,3.0,8.0,2.0,3,2.0,2.0,2.0,2.0,399.375,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.25,1.0,38340.0,72.61363636363636,12
23,1,1320,8,1,4,93,2,1,3,3989.0,20586,1.0,11,3,1,0.0,5.0,2.0,3,5.0,4.0,1.0,2.0,797.8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,1.0,0.2,47868.0,173.43478260869566,9
38,0,1495,4,2,4,87,3,1,3,3306.0,26176,7.0,19,3,4,1.0,7.0,5.0,2,0.0,0.0,0.0,0.0,472.2857142857143,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,0.0,39672.0,87.0,6
53,0,1395,24,4,2,48,4,3,4,7005.0,3458,3.0,15,3,3,0.0,11.0,2.0,3,4.0,3.0,1.0,2.0,636.8181818181819,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.36363636363636365,0.25,84060.0,132.16981132075472,12
48,1,708,7,2,4,95,3,1,3,2655.0,11740,2.0,11,3,3,2.0,19.0,3.0,3,9.0,7.0,7.0,7.0,139.73684210526315,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.47368421052631576,0.7777777777777778,31860.0,55.3125,9
32,1,1259,2,4,4,95,3,1,2,1393.0,24852,1.0,12,3,1,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0,1393.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1.0,0.0,16716.0,43.53125,6
26,0,786,7,3,4,76,3,1,4,2570.0,11925,1.0,20,4,3,0.0,7.0,5.0,3,7.0,7.0,5.0,7.0,367.14285714285717,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1.0,0.7142857142857143,30840.0,98.84615384615384,12
55,0,1441,22,3,1,94,2,1,2,3537.0,23737,5.0,12,3,4,1.0,8.0,1.0,3,4.0,2.0,1.0,2.0,442.125,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.5,0.25,42444.0,64.30909090909091,6
34,0,1157,5,2,2,57,2,2,4,3986.0,11912,1.0,14,3,3,1.0,15.0,3.0,4,15.0,10.0,4.0,13.0,265.73333333333335,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.26666666666666666,47832.0,117.23529411764706,16
60,0,370,1,4,3,92,1,3,4,10883.0,20467,3.0,20,4,3,1.0,19.0,2.0,4,1.0,0.0,0.0,0.0,572.7894736842105,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.05263157894736842,0.0,130596.0,181.38333333333333,16
33,0,267,21,3,2,79,4,1,2,2028.0,13637,1.0,18,3,4,3.0,14.0,6.0,3,14.0,11.0,2.0,13.0,144.85714285714286,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.14285714285714285,24336.0,61.45454545454545,6
37,0,1278,1,4,3,31,1,2,4,9525.0,7677,1.0,14,3,3,2.0,6.0,2.0,2,6.0,3.0,1.0,3.0,1587.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,0.16666666666666666,114300.0,257.43243243243245,8
34,0,678,19,3,2,35,2,1,4,2929.0,20338,1.0,12,3,2,0.0,10.0,3.0,3,10.0,9.0,8.0,7.0,292.9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0,0.8,35148.0,86.1470588235294,12
23,1,427,7,3,3,99,3,1,4,2275.0,25103,1.0,21,4,2,1.0,3.0,2.0,3,3.0,2.0,0.0,2.0,758.3333333333334,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1.0,0.0,27300.0,98.91304347826087,12
44,0,921,2,3,3,96,4,3,4,7879.0,14810,1.0,19,3,2,1.0,9.0,2.0,3,8.0,7.0,6.0,7.0,875.4444444444445,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.8888888888888888,0.75,94548.0,179.0681818181818,12
35,0,146,2,4,1,79,2,1,4,4930.0,13970,0.0,14,3,3,0.0,6.0,2.0,4,5.0,4.0,1.0,4.0,821.6666666666666,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.8333333333333334,0.2,59160.0,140.85714285714286,16
43,0,1179,2,3,4,73,3,2,4,7847.0,6069,1.0,17,3,1,1.0,10.0,3.0,3,10.0,9.0,8.0,8.0,784.7,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1.0,0.8,94164.0,182.48837209302326,12
24,0,581,9,3,3,62,4,1,3,4401.0,17616,1.0,16,3,4,1.0,5.0,1.0,3,5.0,3.0,0.0,4.0,880.2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0,0.0,52812.0,183.375,9
41,0,918,6,3,4,35,3,3,3,9241.0,15869,1.0,12,3,2,0.0,10.0,3.0,3,10.0,8.0,8.0,7.0,924.1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1.0,0.8,110892.0,225.390243902439,9
29,0,1082,9,4,4,43,3,1,3,2974.0,25412,9.0,17,3,3,1.0,9.0,2.0,3,5.0,3.0,1.0,2.0,330.44444444444446,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5555555555555556,0.2,35688.0,102.55172413793103,9
36,0,530,2,4,3,51,3,2,4,4502.0,7439,3.0,15,3,3,0.0,17.0,2.0,2,13.0,7.0,6.0,7.0,264.8235294117647,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7647058823529411,0.46153846153846156,54024.0,125.05555555555556,8
45,0,1238,1,1,3,74,2,3,3,10748.0,3395,3.0,23,4,4,1.0,25.0,3.0,2,23.0,15.0,11.855045939454717,4.0,429.92,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.92,0.515436779976292,128976.0,238.84444444444443,6
24,1,240,22,1,4,58,1,1,3,1555.0,11585,1.0,11,3,3,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,1555.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1.0,0.0,18660.0,64.79166666666667,9
47,1,1093,9,3,3,82,1,4,3,12936.0,24164,7.0,11,3,3,0.0,25.0,3.0,1,23.0,5.0,11.855045939454717,10.0,517.44,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.92,0.515436779976292,155232.0,275.2340425531915,3
26,0,390,17,4,4,62,1,1,3,2305.0,6217,1.0,15,3,3,3.0,3.0,3.0,4,3.0,2.0,0.0,2.0,768.3333333333334,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.0,27660.0,88.65384615384616,12
45,0,1005,28,2,4,48,2,4,2,16704.0,17119,1.0,11,3,3,0.0,21.0,2.0,3,21.0,6.0,8.0,6.0,795.4285714285714,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1.0,0.38095238095238093,200448.0,371.2,6
32,0,585,10,3,1,56,3,1,3,3433.0,17360,6.0,13,3,1,1.0,10.0,3.0,2,5.0,2.0,1.0,3.0,343.3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.5,0.2,41196.0,107.28125,6
31,0,741,2,4,2,69,3,1,3,3477.0,18103,1.0,14,3,4,1.0,6.0,2.0,4,5.0,2.0,0.0,3.0,579.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.8333333333333334,0.0,41724.0,112.16129032258064,12
41,0,552,4,3,3,60,1,2,2,6430.0,20794,6.0,19,3,2,1.0,10.0,4.0,3,3.0,2.0,1.0,2.0,643.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.3,0.3333333333333333,77160.0,156.82926829268294,6
40,0,369,8,2,2,92,3,2,1,6516.0,5041,2.0,16,3,2,1.0,18.0,3.0,3,1.0,0.0,0.0,0.0,362.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.05555555555555555,0.0,78192.0,162.9,3
24,0,506,29,1,2,91,3,1,1,3907.0,3622,1.0,13,3,2,3.0,6.0,2.0,4,6.0,2.0,1.0,2.0,651.1666666666666,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,0.16666666666666666,46884.0,162.79166666666666,4
46,0,717,13,4,3,34,3,2,2,5562.0,9697,6.0,14,3,4,0.0,19.0,3.0,3,10.0,7.0,0.0,9.0,292.7368421052632,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5263157894736842,0.0,66744.0,120.91304347826087,6
35,0,1370,27,4,4,49,3,2,3,6883.0,5151,2.0,16,3,2,1.0,17.0,3.0,3,7.0,7.0,0.0,7.0,404.88235294117646,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.4117647058823529,0.0,82596.0,196.65714285714284,9
30,0,793,16,1,2,33,3,1,4,2862.0,3811,1.0,12,3,2,1.0,10.0,2.0,2,10.0,0.0,0.0,8.0,286.2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0,0.0,34344.0,95.4,8
47,0,543,2,4,3,87,3,2,2,4978.0,3536,7.0,11,3,4,1.0,4.0,3.0,1,1.0,0.0,0.0,0.0,1244.5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.25,0.0,59736.0,105.91489361702128,2
46,0,1277,2,3,3,74,3,3,4,10368.0,5596,4.0,12,3,2,1.0,13.0,5.0,2,10.0,6.0,0.0,3.0,797.5384615384615,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.7692307692307693,0.0,124416.0,225.3913043478261,8
36,1,1456,13,5,2,96,2,2,1,6134.0,8658,5.0,13,3,2,3.0,16.0,3.0,3,2.0,2.0,2.0,2.0,383.375,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.125,1.0,73608.0,170.38888888888889,3
32,1,964,1,2,1,34,1,2,2,6735.0,12147,6.0,15,3,2,0.0,10.0,2.0,3,0.0,0.0,0.0,0.0,673.5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.0,80820.0,210.46875,6
23,0,160,4,1,3,51,3,1,2,3295.0,12862,1.0,13,3,3,0.0,3.0,3.0,1,3.0,2.0,1.0,2.0,1098.3333333333333,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0,0.3333333333333333,39540.0,143.2608695652174,2
31,0,163,24,1,4,30,3,2,4,5238.0,6670,2.0,20,4,4,0.0,9.0,3.0,2,5.0,4.0,1.0,4.0,582.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.5555555555555556,0.2,62856.0,168.96774193548387,8
39,0,792,1,3,4,77,3,2,4,6472.0,8989,1.0,15,3,4,1.0,9.0,2.0,3,9.0,8.0,5.0,8.0,719.1111111111111,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1.0,0.5555555555555556,77664.0,165.94871794871796,12
32,0,371,19,3,4,80,1,3,3,9610.0,3840,3.0,13,3,3,1.0,10.0,2.0,1,4.0,3.0,0.0,2.0,961.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.4,0.0,115320.0,300.3125,3
40,0,611,7,4,2,88,3,5,2,19833.0,4349,1.0,14,3,2,0.0,21.0,3.0,2,21.0,8.0,11.855045939454717,8.0,944.4285714285714,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.0,0.5645259971168913,237996.0,495.825,4
45,0,176,4,3,3,56,1,3,3,9756.0,6595,4.0,21,4,3,2.0,9.0,2.0,4,5.0,0.0,0.0,3.0,1084.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5555555555555556,0.0,117072.0,216.8,12
30,0,1312,2,4,4,78,2,1,1,4968.0,26427,0.0,16,3,4,0.0,10.0,2.0,3,9.0,7.0,0.0,7.0,496.8,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.9,0.0,59616.0,165.6,3
24,0,897,10,3,1,59,3,1,4,2145.0,2097,0.0,14,3,4,1.0,3.0,2.0,3,2.0,2.0,2.0,1.0,715.0,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.6666666666666666,1.0,25740.0,89.375,12
30,1,600,8,3,3,66,2,1,4,2180.0,9732,6.0,11,3,3,1.0,6.0,0.0,2,4.0,2.0,1.0,2.0,363.3333333333333,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,0.25,26160.0,72.66666666666667,8
31,0,1003,5,3,1,51,3,2,3,8346.0,20943,1.0,19,3,3,1.0,6.0,3.0,3,5.0,2.0,0.0,2.0,1391.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0.8333333333333334,0.0,100152.0,269.2258064516129,9
27,0,1054,8,3,3,67,3,1,4,3445.0,6152,1.0,11,3,3,0.0,6.0,5.0,2,6.0,2.0,1.0,4.0,574.1666666666666,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0,0.16666666666666666,41340.0,127.5925925925926,8
29,1,428,9,3,2,52,1,1,2,2760.0,14630,1.0,13,3,3,0.0,2.0,3.0,3,2.0,2.0,2.0,2.0,1380.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0,1.0,33120.0,95.17241379310344,6
29,0,461,1,3,4,70,4,2,3,6294.0,23060,8.0,12,3,4,0.0,10.0,5.0,4,3.0,2.0,0.0,2.0,629.4,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,0.3,0.0,75528.0,217.0344827586207,12
30,0,979,15,2,3,94,2,3,1,7140.0,3088,2.0,11,3,1,1.0,12.0,2.0,3,7.0,7.0,1.0,7.0,595.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.5833333333333334,0.14285714285714285,85680.0,238.0,3
34,0,181,2,4,4,97,4,1,4,2932.0,5586,0.0,14,3,1,3.0,6.0,3.0,3,5.0,0.0,1.0,2.0,488.6666666666667,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.8333333333333334,0.2,35184.0,86.23529411764706,12
33,0,1283,2,3,4,62,3,2,2,5147.0,10697,8.0,15,3,4,0.0,13.0,2.0,2,11.0,7.0,1.0,7.0,395.9230769230769,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.8461538461538461,0.09090909090909091,61764.0,155.96969696969697,4
49,0,1313,11,4,4,80,3,2,4,4507.0,8191,3.0,12,3,3,0.0,8.0,1.0,4,5.0,1.0,0.0,4.0,563.375,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.625,0.0,54084.0,91.9795918367347,16
33,1,211,16,3,1,74,3,3,1,8564.0,10092,2.0,20,4,3,0.0,11.0,2.0,2,0.0,0.0,0.0,0.0,778.5454545454545,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.0,0.0,102768.0,259.5151515151515,2
38,0,594,2,2,3,75,2,1,2,2468.0,15963,4.0,14,3,2,1.0,9.0,4.0,2,6.0,1.0,0.0,5.0,274.22222222222223,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6666666666666666,0.0,29616.0,64.94736842105263,4
31,1,1079,16,4,1,70,3,3,3,8161.0,19002,2.0,13,3,1,3.0,10.0,2.0,3,1.0,0.0,0.0,0.0,816.1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1,0.0,97932.0,263.258064516129,9
29,0,590,4,3,4,91,2,1,1,2109.0,10007,1.0,13,3,3,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2109.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,25308.0,72.72413793103448,3
30,0,305,16,3,3,58,4,2,3,5294.0,9128,3.0,16,3,3,1.0,10.0,3.0,3,7.0,0.0,1.0,7.0,529.4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.7,0.14285714285714285,63528.0,176.46666666666667,9
32,0,953,5,4,2,65,3,1,2,2718.0,17674,2.0,14,3,2,0.0,12.0,3.0,3,7.0,7.0,0.0,7.0,226.5,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.5833333333333334,0.0,32616.0,84.9375,6
38,0,833,18,3,2,60,1,2,4,5811.0,24539,3.0,16,3,3,1.0,15.0,2.0,3,1.0,0.0,1.0,0.0,387.4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.06666666666666667,1.0,69732.0,152.92105263157896,12
43,1,807,17,3,3,38,2,1,3,2437.0,15587,9.0,16,3,4,1.0,6.0,4.0,3,1.0,0.0,0.0,0.0,406.1666666666667,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,0.16666666666666666,0.0,29244.0,56.674418604651166,9
42,0,855,12,3,2,57,3,1,2,2766.0,8952,8.0,22,4,2,3.0,7.0,6.0,2,5.0,3.0,0.0,4.0,395.14285714285717,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.7142857142857143,0.0,33192.0,65.85714285714286,4
55,0,478,2,3,3,60,2,5,1,19038.0,19805,8.0,12,3,2,3.0,34.0,2.0,3,1.0,0.0,0.0,0.0,559.9411764705883,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.029411764705882353,0.0,228456.0,346.1454545454545,3
33,0,775,4,3,4,90,3,2,2,3055.0,6194,5.0,15,3,4,2.0,11.0,2.0,2,9.0,8.0,1.0,7.0,277.72727272727275,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.8181818181818182,0.1111111111111111,36660.0,92.57575757575758,4
41,0,548,9,4,3,94,3,1,1,2289.0,20520,1.0,20,4,2,2.0,5.0,2.0,3,5.0,3.0,0.0,4.0,457.8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,27468.0,55.829268292682926,3
34,0,1375,10,3,4,87,3,2,3,4001.0,12313,1.0,14,3,3,1.0,15.0,3.0,3,15.0,14.0,0.0,7.0,266.73333333333335,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1.0,0.0,48012.0,117.67647058823529,9
53,0,661,1,4,1,60,2,4,3,12965.0,22308,4.0,20,4,4,3.0,27.0,2.0,2,3.0,2.0,0.0,2.0,480.18518518518516,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.1111111111111111,0.0,155580.0,244.62264150943398,6
43,0,244,2,3,2,97,3,1,4,3539.0,5033,0.0,13,3,2,0.0,10.0,5.0,3,9.0,7.0,1.0,8.0,353.9,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0.9,0.1111111111111111,42468.0,82.30232558139535,12
34,0,511,3,2,4,32,1,2,4,6029.0,25353,5.0,12,3,1,0.0,6.0,3.0,3,2.0,2.0,2.0,2.0,1004.8333333333334,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3333333333333333,1.0,72348.0,177.3235294117647,12
21,1,337,7,1,2,31,3,1,2,2679.0,4567,1.0,13,3,2,0.0,1.0,3.0,3,1.0,0.0,1.0,0.0,2679.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0,1.0,32148.0,127.57142857142857,6
38,0,1153,6,2,4,40,2,1,3,3702.0,16376,1.0,11,3,2,1.0,5.0,3.0,3,5.0,4.0,0.0,4.0,740.4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,0.0,44424.0,97.42105263157895,9
22,1,1294,8,1,3,79,3,1,1,2398.0,15999,1.0,17,3,3,0.0,1.0,6.0,3,1.0,0.0,0.0,0.0,2398.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1.0,0.0,28776.0,109.0,3
31,0,196,29,4,1,91,2,2,4,5468.0,13402,1.0,14,3,1,2.0,13.0,3.0,3,12.0,7.0,5.0,7.0,420.61538461538464,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9230769230769231,0.4166666666666667,65616.0,176.38709677419354,12
51,0,942,3,3,1,53,3,3,3,13116.0,22984,2.0,11,3,4,0.0,15.0,2.0,3,2.0,2.0,2.0,2.0,874.4,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.13333333333333333,1.0,157392.0,257.1764705882353,9
37,0,589,9,2,2,46,2,2,2,4189.0,8800,1.0,14,3,1,2.0,5.0,2.0,3,5.0,2.0,0.0,3.0,837.8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1.0,0.0,50268.0,113.21621621621621,6
46,0,734,2,4,3,46,3,5,4,19328.0,14218,7.0,17,3,3,1.0,24.0,3.0,3,2.0,1.0,2.0,2.0,805.3333333333334,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.08333333333333333,1.0,231936.0,420.17391304347825,12
36,0,1383,10,3,4,90,3,3,1,8321.0,25949,7.0,13,3,4,1.0,15.0,1.0,3,12.0,8.0,5.0,7.0,554.7333333333333,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.8,0.4166666666666667,99852.0,231.13888888888889,3
44,1,429,1,2,3,99,3,1,2,2342.0,11092,1.0,12,3,3,3.0,6.0,2.0,2,5.0,3.0,2.0,3.0,390.3333333333333,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.8333333333333334,0.4,28104.0,53.22727272727273,4
37,0,1239,8,2,3,89,3,2,2,4071.0,12832,2.0,13,3,3,0.0,19.0,4.0,2,10.0,0.0,4.0,7.0,214.26315789473685,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0.5263157894736842,0.4,48852.0,110.02702702702703,4
35,1,303,27,3,3,84,3,2,4,5813.0,13492,1.0,18,3,4,0.0,10.0,2.0,3,10.0,7.0,7.0,7.0,581.3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,1.0,0.7,69756.0,166.0857142857143,12
33,0,867,8,4,4,90,4,1,1,3143.0,6076,6.0,19,3,2,1.0,14.0,1.0,3,10.0,8.0,7.0,6.0,224.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.7142857142857143,0.7,37716.0,95.24242424242425,3
28,0,1181,1,3,3,82,3,1,4,2044.0,5531,1.0,11,3,3,1.0,5.0,6.0,4,5.0,3.0,0.0,3.0,408.8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0,0.0,24528.0,73.0,16
39,0,1253,10,1,3,65,3,3,3,13464.0,7914,7.0,21,4,3,0.0,9.0,3.0,3,4.0,3.0,2.0,2.0,1496.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.4444444444444444,0.5,161568.0,345.2307692307692,9
46,0,849,26,2,2,98,2,2,2,7991.0,25166,8.0,15,3,3,0.0,6.0,3.0,3,2.0,2.0,2.0,2.0,1331.8333333333333,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.3333333333333333,1.0,95892.0,173.7173913043478,6
40,0,616,2,2,3,99,3,1,1,3377.0,25605,4.0,17,3,4,1.0,7.0,5.0,2,4.0,3.0,0.0,2.0,482.42857142857144,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5714285714285714,0.0,40524.0,84.425,2
